"INTERFACE_NAME","COL_NAME","EXPRESSION","EXE_DB","INSERT_FLAG","UPDATE_FLAG","KEY_UPD","UD1","UD2","UD3","UD4","UD5","COL_POSITION","LAST_UPDATE_DATE","LAST_UPDATE_USER"
"INT_L_MX_EDW_EVENT_2","TRANS_NUM","LEFT(TRANS_NUM,15)","1","1","0","0","1","0","0","0","0","1","2023-03-12 04:05:53.705","Common_Team"
"INT_L_MX_EDW_EVENT_2","SUB_NUM","LEFT(SUB_NUM,2)","1","1","0","0","1","0","0","0","0","2","2023-03-12 04:05:53.705","Common_Team"
"INT_L_MX_EDW_EVENT_2","EVT_TYPE","LEFT(EVT_TYPE,20)","1","1","0","0","1","0","0","0","0","3","2023-03-12 04:05:53.705","Common_Team"
"INT_L_MX_EDW_EVENT_2","EVENT_DATE","MX_EVENT_2_0.EVENT_DATE","0","1","0","0","1","0","0","0","0","4","2023-03-12 04:05:53.705","mfec_process"
"INT_L_MX_EDW_EVENT_2","EVT_CUR","LEFT(EVT_CUR,7)","1","1","0","0","0","0","0","0","0","5","2023-03-12 04:05:53.705","Common_Team"
"INT_L_MX_EDW_EVENT_2","EVT_NEW_AMT","MX_EVENT_2_0.EVT_NEW_AMT","0","1","0","0","0","0","0","0","0","6","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","EVT_OLD_RATE","MX_EVENT_2_0.EVT_OLD_RATE","0","1","0","0","0","0","0","0","0","7","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","EVT_NEW_RATE","MX_EVENT_2_0.EVT_NEW_RATE","0","1","0","0","0","0","0","0","0","8","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","EVT_GL_AC_CD","LEFT(EVT_GL_AC_CD,5)","1","1","0","0","0","0","0","0","0","9","2023-03-12 04:05:53.705","Common_Team"
"INT_L_MX_EDW_EVENT_2","EVT_DR_CR_IND","LEFT(EVT_DR_CR_IND,1)","1","1","0","0","0","0","0","0","0","10","2023-03-12 04:05:53.705","Common_Team"
"INT_L_MX_EDW_EVENT_2","NEXT_INT_PAY_DATE","MX_EVENT_2_0.NEXT_INT_PAY_DATE","0","1","0","0","0","0","0","0","0","11","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","NEXT_RATE_RESET_DATE","MX_EVENT_2_0.NEXT_RATE_RESET_DATE","0","1","0","0","0","0","0","0","0","12","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","START_DT","","0","1","0","0","0","0","0","0","0","13","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","END_DT","","0","1","0","0","0","0","0","0","0","14","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","RECORD_DELETED_FLAG","","0","1","0","0","0","0","0","0","0","15","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","CTL_ID","","0","1","0","0","0","0","0","0","0","16","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","INS_PROC_NAME","","0","1","0","0","0","0","0","0","0","17","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","INS_TXF_BATCHID","","0","1","0","0","0","0","0","0","0","18","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","UPD_PROC_NAME","","0","1","0","0","0","0","0","0","0","19","2023-03-12 04:05:53.705","nuttsak.wong"
"INT_L_MX_EDW_EVENT_2","UPD_TXF_BATCHID","","0","1","0","0","0","0","0","0","0","20","2023-03-12 04:05:53.705","nuttsak.wong"
