"INTERFACE_NAME","COL_NAME","EXPRESSION","EXE_DB","INSERT_FLAG","UPDATE_FLAG","KEY_UPD","UD1","UD2","UD3","UD4","UD5","COL_POSITION","LAST_UPDATE_DATE","LAST_UPDATE_USER"
"INT_T_CSM_NSS_WAIVE_FEE","RM_ID","LEFT(RM_ID,30)","1","1","1","0","1","0","0","0","0","1","2023-03-09 15:27:09.068","Common_Team"
"INT_T_CSM_NSS_WAIVE_FEE","REFERENCE_ID","TVCSM_NSS_WAIVE_FEE.REFERENCE_ID","0","1","1","0","0","0","0","0","0","2","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","REFERENCE_TYPE","TVCSM_NSS_WAIVE_FEE.REFERENCE_TYPE","0","1","1","0","0","0","0","0","0","3","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","ACCOUNT_NUM","LEFT(ACCOUNT_NUM,10)","1","1","1","0","0","0","0","0","0","4","2023-03-09 15:27:09.068","Common_Team"
"INT_T_CSM_NSS_WAIVE_FEE","ACCOUNT_TYPE","LEFT(ACCOUNT_TYPE,20)","1","1","1","0","0","0","0","0","0","5","2023-03-09 15:27:09.068","Common_Team"
"INT_T_CSM_NSS_WAIVE_FEE","PRIV_START_DT_PER_YEAR","TVCSM_NSS_WAIVE_FEE.PRIV_START_DT_PER_YEAR","0","1","1","0","0","0","0","0","0","6","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","PRIV_END_DT_PER_YEAR","TVCSM_NSS_WAIVE_FEE.PRIV_END_DT_PER_YEAR","0","1","1","0","0","0","0","0","0","7","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","START_DT","","0","1","1","0","0","0","0","0","0","8","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","END_DT","","0","1","1","0","0","0","0","0","0","9","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","RECORD_DELETED_FLAG","","0","1","1","0","0","0","0","0","0","10","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","CTL_ID","'331'","1","1","1","0","0","0","0","1","0","11","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","INS_PROC_NAME","","0","1","1","0","0","0","0","0","0","12","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","INS_TXF_BATCH_ID","","0","1","1","0","0","0","0","0","0","13","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","UPD_PROC_NAME","","0","1","1","0","0","0","0","0","0","14","2023-03-09 15:27:09.068","IBM_MAYURA"
"INT_T_CSM_NSS_WAIVE_FEE","UPD_TXF_BATCH_ID","","0","1","1","0","0","0","0","0","0","15","2023-03-09 15:27:09.068","IBM_MAYURA"
